pre frontal cortex,posterior parietal cortex,pfc,prefrontal cortex,posteriorparietal cortex,ppc
0,0,13,0,0,0
0,0,2,0,0,0
0,0,2,0,0,0
0,0,178,17,0,0
0,0,49,9,0,0
1,0,0,9,0,0
0,0,49,14,0,0
0,0,80,20,0,0
1,0,34,18,0,0
0,0,124,0,0,0
0,0,68,18,0,0
0,1,77,6,0,0
0,0,87,11,0,0
0,0,26,4,0,0
0,1,15,6,0,0
0,0,0,1,0,0
0,0,0,6,0,0
0,0,9,0,0,0
0,0,0,6,0,0
0,0,1,0,0,0
0,0,8,10,0,0
0,0,12,6,0,0
0,0,35,7,0,0
0,0,16,6,0,0
0,0,17,0,0,0
0,0,43,31,0,0
2,0,0,28,0,0
0,0,33,0,0,0
0,0,2,5,0,0
0,4,33,12,0,0
0,0,0,19,0,0
0,0,5,13,0,0
0,4,24,9,0,0
1,0,77,17,0,0
1,0,65,29,0,0
0,0,7,0,0,0
0,0,8,13,0,0
0,0,15,0,0,0
0,0,37,11,0,0
0,0,4,0,0,0
0,0,0,6,0,0
0,0,4,2,0,0
0,0,0,31,0,0
0,0,10,0,0,0
0,0,6,13,0,0
1,0,0,7,0,0
0,3,0,5,0,0
0,0,66,17,0,0
0,0,9,25,0,0
0,2,22,11,0,2
0,0,57,9,0,1
0,0,3,10,0,0
0,0,14,20,0,0
0,0,13,0,0,0
0,0,51,4,0,0
0,0,49,20,0,0
0,0,8,3,0,0
0,0,1,29,0,0
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,14,0,0
0,0,105,10,0,0
0,0,23,0,0,0
1,0,60,8,0,0
0,0,7,0,0,0
0,0,0,7,0,0
0,0,3,0,0,0
1,0,0,8,0,0
0,0,53,9,0,0
0,0,1,41,0,0
1,0,3,12,0,0
0,0,31,11,0,0
2,0,80,6,0,0
0,0,23,11,0,0
2,0,49,15,0,0
0,0,13,8,0,0
0,0,0,7,0,0
0,0,5,5,0,0
0,1,53,8,0,0
0,0,21,22,0,0
1,0,4,9,0,0
0,0,44,5,0,0
0,0,17,7,0,0
0,0,69,0,0,0
1,0,99,10,0,0
0,0,65,18,0,0
0,0,0,23,0,0
0,0,0,4,0,0
5,0,36,0,0,0
0,0,0,11,0,0
0,0,4,1,0,0
0,2,28,3,0,15
0,0,12,8,0,0
0,0,33,10,0,0
0,0,0,2,0,0
0,0,27,7,0,0
0,0,11,8,0,0
0,0,3,7,0,0
0,0,0,1,0,0
0,0,1,4,0,0
0,0,0,2,0,0
0,0,1,0,0,0
0,0,48,27,0,0
0,0,5,39,0,0
0,0,26,0,0,0
0,0,6,0,0,0
0,0,62,18,0,0
0,0,5,3,0,0
0,0,1,19,0,0
0,0,38,13,0,0
1,0,19,8,0,0
0,0,23,10,0,0
0,0,56,6,0,0
0,0,0,4,0,0
0,0,0,11,0,0
2,2,34,4,0,10
0,0,6,7,0,0
0,0,55,0,0,0
0,0,62,7,0,0
0,0,2,2,0,0
0,0,1,6,0,0
0,0,122,68,0,0
0,0,20,0,0,0
1,0,46,9,0,0
0,0,0,5,0,0
1,0,77,26,0,0
0,0,0,5,0,0
0,0,12,6,0,0
0,0,0,29,0,0
0,0,15,5,0,0
0,0,0,1,0,0
0,0,94,11,0,0
0,0,4,4,0,0
1,0,5,2,0,0
1,0,0,9,0,0
0,16,0,19,0,2
0,0,2,2,0,0
0,0,0,1,0,0
0,0,50,19,0,0
0,0,63,11,0,0
1,0,2,4,0,0
1,0,2,3,0,0
0,0,0,3,0,0
0,0,0,1,0,0
0,0,0,1,0,0
0,0,76,19,0,0
0,0,15,15,0,0
0,0,10,2,0,0
0,0,9,0,0,0
0,0,29,0,0,0
0,0,36,16,0,0
0,0,78,36,0,0
0,0,0,0,0,0
0,0,31,8,0,0
0,0,0,13,0,0
0,0,1,3,0,0
0,0,124,0,0,0
0,2,26,11,0,2
0,0,24,9,0,0
0,0,75,9,0,0
0,0,46,17,0,0
1,0,0,0,0,0
1,0,0,12,0,0
0,0,0,12,0,0
0,0,2,3,0,0
0,0,4,0,0,0
0,0,25,3,0,0
0,0,28,0,0,0
0,0,57,6,0,0
0,0,55,6,0,0
0,0,59,0,0,0
3,0,33,33,0,0
0,0,0,1,0,0
0,2,48,2,0,25
0,0,132,0,0,0
0,0,16,8,0,0
0,0,21,0,0,0
1,0,33,13,0,0
0,0,53,13,0,0
0,0,6,18,0,0
0,0,0,13,0,0
0,0,4,1,0,0
0,0,10,0,0,0
0,0,4,0,0,0
0,0,144,0,0,0
0,0,39,0,0,0
0,0,0,6,0,0
0,0,4,28,0,0
0,2,33,9,0,0
1,0,13,5,0,0
0,0,2,2,0,0
0,0,28,4,0,0
1,0,0,18,0,0
1,0,17,9,0,0
0,0,42,6,0,0
0,0,20,4,0,0
0,0,206,0,0,0
0,0,1,0,0,0
0,0,36,5,0,0
0,0,23,5,0,0
0,0,46,0,0,0
0,0,153,21,0,0
0,0,24,7,0,0
1,2,72,63,0,0
0,0,1,13,0,0
0,0,0,2,0,0
0,2,78,2,0,0
0,0,47,8,0,0
1,0,1,9,0,0
0,0,150,27,0,0
0,0,0,0,0,0
0,0,64,8,0,0
0,0,20,0,0,0
0,0,40,0,0,0
0,0,0,7,0,0
0,0,14,0,0,0
0,1,0,5,0,0
0,0,193,11,0,0
0,0,17,12,0,0
0,0,5,2,0,0
0,0,117,0,0,0
0,0,0,2,0,0
0,0,0,14,0,0
0,0,0,30,0,0
0,0,27,0,0,0
1,0,49,4,0,0
0,0,0,12,0,0
2,0,25,6,0,0
0,0,0,6,0,0
0,0,82,20,0,0
1,0,29,12,0,0
0,0,46,5,0,1
0,1,83,21,0,11
0,0,8,13,0,0
0,0,56,30,0,0
2,0,0,46,0,0
0,1,0,24,0,0
1,0,64,6,0,0
0,0,62,0,0,0
0,0,14,1,0,0
0,0,3,0,0,0
0,0,0,4,0,0
0,0,55,19,0,0
0,0,0,2,0,0
0,0,24,13,0,0
1,0,24,10,0,0
2,0,31,5,0,0
1,0,30,21,0,0
0,0,20,0,0,0
0,0,2,11,0,0
10,0,76,75,0,0
0,0,1,4,0,0
0,0,29,4,0,0
0,0,0,8,0,0
0,0,0,9,0,0
1,0,7,20,0,0
2,12,0,12,0,0
0,0,64,4,0,0
1,0,14,5,0,0
0,0,19,3,0,0
0,0,59,19,0,0
0,0,1,24,0,0
0,0,37,17,0,0
0,0,30,0,0,0
0,0,39,0,0,0
0,0,2,1,0,0
0,0,12,9,0,0
0,0,6,0,0,0
1,0,31,26,0,0
0,0,160,0,0,0
0,0,8,14,0,0
0,0,164,17,0,0
0,0,9,0,0,0
0,0,0,14,0,0
1,0,0,8,0,0
0,0,0,1,0,0
0,0,0,6,0,0
0,0,0,0,0,0
0,0,111,7,0,0
0,0,0,2,0,0
0,0,51,25,0,0
1,0,46,8,0,0
0,0,12,0,0,0
0,0,0,14,0,0
0,0,37,0,0,0
0,0,0,2,0,0
0,0,57,16,0,0
2,0,3,4,0,0
0,0,23,16,0,0
0,0,18,14,0,0
0,0,12,2,0,0
0,0,0,2,0,0
0,0,106,13,0,0
0,0,0,5,0,0
0,0,16,13,0,0
0,0,14,2,0,0
0,2,0,5,0,0
0,0,0,28,0,0
0,0,12,17,0,0
0,0,0,4,0,0
0,0,28,6,0,0
0,0,0,4,0,0
0,0,18,15,0,0
0,0,0,55,0,0
0,0,0,7,0,0
0,0,14,8,0,0
0,0,3,6,0,0
0,0,66,17,0,0
1,0,5,6,0,0
0,0,6,0,0,0
0,0,21,6,0,0
0,0,3,5,0,0
0,0,48,0,0,0
0,0,11,5,0,0
4,0,19,6,0,0
0,0,2,2,0,0
1,0,4,0,0,0
0,0,235,34,0,0
1,0,0,0,0,0
0,0,4,2,0,0
0,0,9,0,0,0
0,0,47,15,0,0
0,0,0,9,0,0
0,0,3,5,0,0
0,1,20,24,0,0
0,0,31,10,0,0
0,0,0,1,0,0
0,0,52,10,0,0
0,0,18,0,0,0
0,0,19,0,0,0
0,0,2,3,0,0
0,0,6,3,0,0
0,0,55,9,0,0
0,0,27,0,0,0
1,0,91,18,0,0
0,0,0,1,0,0
0,0,33,12,0,0
0,0,38,7,0,0
0,0,0,8,0,0
0,0,89,45,0,0
0,0,0,1,0,0
0,0,76,0,0,0
0,0,81,0,0,0
0,0,2,4,0,0
0,0,2,7,0,0
3,0,0,48,0,0
2,0,0,10,0,0
0,0,0,51,0,0
0,0,15,33,0,0
0,0,0,9,0,0
0,0,41,0,0,0
0,0,32,0,0,0
0,0,27,10,0,0
0,0,15,7,0,0
0,0,40,10,0,0
2,0,0,12,0,0
0,6,0,18,0,0
0,0,27,0,0,0
2,0,107,11,0,0
1,0,0,3,0,0
3,0,0,13,0,0
1,0,0,8,0,0
0,0,7,0,0,0
0,0,6,6,0,0
0,0,13,5,0,0
0,0,34,15,0,0
0,0,13,0,0,0
0,0,76,19,0,0
0,0,77,66,0,1
0,0,9,17,0,0
0,0,29,0,0,0
0,0,0,20,0,0
2,0,3,1,0,0
0,0,3,3,0,0
0,4,112,16,0,54
0,0,80,2,0,0
0,0,0,8,0,0
0,0,0,1,0,0
0,0,58,9,0,0
0,0,0,2,0,0
2,0,2,8,0,0
1,0,83,30,0,0
0,0,20,6,0,0
0,0,2,0,0,0
0,0,25,7,0,0
1,0,22,9,0,0
0,0,1,5,0,0
0,0,93,0,0,0
0,0,0,6,0,0
0,0,28,0,0,0
0,0,38,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,87,26,0,0
0,0,10,0,0,0
1,0,21,19,0,0
0,0,0,15,0,0
2,2,41,13,0,0
0,0,60,27,0,0
0,0,75,4,0,0
2,13,44,27,0,0
0,0,34,14,0,0
0,0,0,36,0,0
0,0,10,4,0,0
0,0,46,0,0,0
0,0,0,7,0,0
0,0,34,10,0,0
0,2,0,33,0,0
0,0,0,3,0,0
0,0,53,6,0,0
0,0,4,2,0,0
0,0,1,0,0,0
0,0,0,12,0,0
0,0,49,3,0,0
0,0,25,9,0,0
0,0,29,7,0,0
0,0,11,5,0,0
2,0,6,10,0,0
0,0,1,0,0,0
0,0,84,0,0,0
0,0,57,9,0,0
0,1,125,80,0,0
0,0,9,6,0,0
0,0,39,11,0,0
0,1,13,11,0,0
0,0,31,11,0,0
0,0,7,60,0,0
0,0,8,0,0,0
0,0,33,0,0,0
0,0,288,7,0,0
1,0,0,30,0,0
1,0,0,3,0,0
0,0,21,0,0,0
1,0,18,12,0,0
0,0,10,10,0,0
0,0,16,18,0,0
0,0,0,35,0,0
0,0,20,0,0,0
0,0,3,7,0,0
1,0,68,15,0,0
0,0,13,0,0,0
0,0,0,8,0,0
0,0,0,24,0,0
0,0,29,12,0,0
4,0,0,13,0,0
1,0,58,12,0,0
0,0,40,11,0,0
0,0,5,0,0,0
2,1,22,16,0,0
0,0,0,18,0,0
0,0,4,0,0,0
0,0,17,5,0,0
0,0,85,6,0,0
0,0,1,31,0,0
0,0,60,14,0,28
0,1,0,3,0,0
0,0,21,0,0,0
2,0,110,16,0,0
0,0,3,0,0,1
0,0,38,0,0,0
1,0,18,47,0,0
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,7,0,0
0,0,5,2,0,0
0,0,26,7,0,0
0,0,10,0,0,0
0,0,19,1,0,0
0,0,2,2,0,0
1,0,21,8,0,0
4,0,147,30,0,0
0,0,14,6,0,0
0,0,0,1,0,0
0,1,48,15,0,0
1,0,0,6,0,0
0,0,12,5,0,0
0,0,0,0,0,0
0,0,31,14,0,0
0,0,16,15,0,0
1,0,0,6,0,0
0,0,16,0,0,0
0,0,0,53,0,0
0,0,4,4,0,0
0,0,75,19,0,0
0,0,30,36,0,0
0,0,0,0,0,0
0,0,177,47,0,0
2,0,54,13,0,0
0,0,15,3,0,0
4,0,71,33,0,0
0,0,0,7,0,0
0,0,0,1,0,0
0,0,111,30,0,0
0,0,11,11,0,0
0,0,28,0,0,0
3,1,0,77,0,0
0,0,32,0,0,0
0,0,104,0,0,0
0,0,0,2,0,0
0,0,24,6,0,0
0,0,112,26,0,0
0,0,0,4,0,0
0,0,1,25,0,0
0,0,15,5,0,0
1,0,16,7,0,0
0,0,31,8,0,0
0,0,0,0,0,0
0,0,11,8,0,0
2,0,0,29,0,0
0,0,43,0,0,0
0,0,6,4,0,0
0,0,0,2,0,0
0,0,0,7,0,0
0,0,2,0,0,0
2,0,11,6,0,0
1,0,2,4,0,0
1,0,11,4,0,0
0,0,2,10,0,0
0,0,4,10,0,0
0,0,62,26,0,0
0,0,0,1,0,0
0,2,0,6,0,0
1,0,0,16,0,0
0,0,62,8,0,0
0,0,27,3,0,0
0,0,18,9,0,0
0,0,0,6,0,0
0,0,11,7,0,0
0,0,20,25,0,0
0,0,25,0,0,0
1,0,62,11,0,0
0,0,48,0,0,0
2,0,33,16,0,0
0,0,26,6,0,0
0,0,0,6,0,0
0,0,0,9,0,10
0,1,50,19,0,0
0,0,58,7,0,0
0,0,0,20,0,0
0,0,89,8,0,0
0,1,2,15,0,0
0,0,3,1,0,0
0,0,0,16,0,0
1,0,37,25,0,0
0,0,0,0,0,0
0,0,7,12,0,0
0,0,36,0,0,0
0,0,0,9,0,0
0,1,12,6,0,0
0,0,5,5,0,0
0,0,26,13,0,0
0,0,106,10,0,1
0,1,9,5,0,0
1,1,45,6,0,1
0,0,55,5,0,0
0,0,75,10,0,0
0,2,20,8,0,18
0,0,17,10,0,0
0,0,3,8,0,0
1,0,48,10,0,0
0,0,54,8,0,0
1,0,9,4,0,0
0,0,61,20,0,0
0,0,21,11,0,0
0,0,4,4,0,0
0,0,22,9,0,0
1,1,13,5,0,0
0,0,0,11,0,0
0,0,0,14,0,0
0,0,1,19,0,0
0,0,161,0,0,0
0,0,28,4,0,0
0,0,0,5,0,0
4,0,0,52,0,0
1,0,11,9,0,0
0,0,85,12,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,15,0,0
1,0,46,23,0,0
0,2,0,8,0,0
0,0,11,4,0,0
0,0,0,1,0,0
0,0,71,12,0,0
0,0,61,8,0,0
4,0,53,42,0,0
0,0,0,12,0,0
0,0,6,0,0,0
0,0,13,9,0,0
1,0,54,4,0,0
0,0,34,0,0,0
1,0,22,8,0,0
0,0,0,0,0,0
0,0,11,3,0,0
0,4,10,15,0,0
0,0,8,4,0,0
1,0,69,23,0,0
1,2,0,11,0,0
1,0,0,9,0,0
0,0,0,19,0,0
0,0,46,0,0,0
0,0,70,35,0,0
0,0,0,11,0,0
1,0,27,5,0,0
0,0,80,17,0,0
0,0,2,6,0,0
8,1,160,38,0,0
0,0,0,2,0,0
0,0,42,0,0,0
0,0,80,8,0,0
0,0,0,7,0,0
0,0,37,8,0,0
0,0,20,7,0,0
0,0,1,5,0,0
0,0,9,2,0,0
0,0,0,12,0,0
0,0,24,4,0,0
0,0,0,2,0,0
0,0,44,10,0,0
0,0,12,4,0,0
0,1,0,5,0,0
0,0,56,0,0,0
1,0,44,9,0,0
0,0,0,19,0,0
0,2,27,2,0,0
0,0,47,0,0,0
2,2,139,33,0,0
3,0,6,1,0,0
0,0,22,27,0,0
0,0,9,4,0,0
0,0,27,0,0,0
0,0,51,6,0,0
1,0,26,8,0,0
0,0,21,8,0,0
1,0,0,46,0,0
0,0,55,16,0,0
0,0,0,0,0,0
0,0,1,13,0,0
0,0,0,1,0,0
0,0,108,0,0,0
0,0,0,9,0,0
0,0,4,0,0,0
0,5,28,8,0,23
0,0,0,9,0,0
0,0,42,35,0,0
2,0,73,24,0,0
0,0,0,38,0,0
0,0,3,4,0,0
0,0,48,13,0,0
0,0,15,22,0,0
0,0,43,8,0,0
0,0,45,8,0,0
0,0,83,0,0,0
0,0,39,14,0,0
0,0,53,8,0,0
0,0,60,18,0,0
0,0,47,0,0,0
0,0,16,6,0,0
0,0,47,0,0,0
0,0,16,6,0,0
0,0,0,3,0,0
0,0,44,14,0,0
0,0,32,0,0,0
1,0,243,29,0,0
0,0,230,12,0,0
0,0,0,0,0,0
0,0,11,11,0,0
1,0,146,5,0,0
0,2,0,3,0,25
1,0,23,5,0,0
1,0,0,0,0,0
1,0,17,10,0,0
0,0,81,17,0,0
0,6,0,1,0,0
0,0,26,0,0,0
0,0,24,2,0,0
0,1,7,3,0,3
1,0,0,8,0,0
0,0,119,12,0,0
0,0,29,6,0,0
0,0,6,9,0,0
0,1,14,6,0,0
2,0,0,12,0,0
0,0,0,2,0,0
0,0,75,19,0,0
0,0,9,12,0,0
0,0,0,0,0,0
0,0,32,28,0,1
0,0,236,13,0,0
0,0,6,0,0,0
0,0,72,4,0,0
1,0,34,8,0,0
0,0,49,0,0,0
0,0,60,0,0,0
1,0,0,43,0,0
1,0,0,3,0,0
0,0,10,11,0,0
0,0,45,0,0,0
0,0,22,0,0,0
0,0,6,3,0,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,10,3,0,0
0,0,11,11,0,0
2,0,21,28,0,0
1,0,36,8,0,0
0,0,12,0,0,0
0,0,20,5,0,0
1,0,270,16,0,0
0,0,81,3,0,0
0,0,10,11,0,0
1,3,3,12,0,0
3,0,47,38,0,0
0,1,27,5,0,0
0,0,26,8,0,0
1,1,47,22,0,0
0,0,170,8,0,0
1,0,0,5,0,0
1,0,4,3,0,0
0,0,27,0,0,0
0,0,0,1,0,0
0,0,9,16,0,0
0,0,0,1,0,0
4,0,0,54,0,0
0,0,1,10,0,0
0,0,0,7,0,0
0,0,21,8,0,0
1,0,40,16,0,0
0,0,9,15,0,0
0,0,28,3,0,0
0,0,12,4,0,0
0,2,2,45,0,0
0,0,0,3,0,0
0,0,1,22,0,0
0,0,7,0,0,0
0,0,75,13,0,0
0,0,0,0,0,0
1,0,0,41,0,0
0,0,42,7,0,0
1,0,18,18,0,0
0,0,12,6,0,0
0,0,0,0,0,0
1,0,0,2,0,0
0,0,19,9,0,0
2,0,12,10,0,0
0,0,51,0,0,0
1,0,1,13,0,0
0,0,50,24,0,0
0,0,0,6,0,0
0,0,0,0,0,0
1,8,0,8,0,2
0,0,16,5,0,0
1,0,0,14,0,0
0,0,6,0,0,0
0,0,0,1,0,0
0,0,31,0,0,0
0,0,28,10,0,0
0,0,12,0,0,0
0,0,0,8,0,0
0,0,16,0,0,0
0,0,0,37,0,0
0,0,21,3,0,0
0,0,24,9,0,0
0,0,9,10,0,0
0,0,4,3,0,0
1,0,49,38,0,0
2,0,50,12,0,0
0,0,3,9,0,0
0,1,1,4,0,0
0,0,0,10,0,0
1,0,9,1,0,0
0,0,0,1,0,0
0,1,0,1,0,0
0,0,20,3,0,0
0,1,0,22,0,0
0,0,10,0,0,0
0,0,22,0,0,0
1,0,195,18,0,0
0,0,40,0,0,0
0,0,21,9,0,0
2,0,0,24,0,0
0,0,0,2,0,0
0,0,20,10,0,0
0,0,4,0,0,0
0,0,24,0,0,0
0,0,0,0,0,0
0,0,35,9,0,0
0,0,60,0,0,0
0,0,12,22,0,0
0,1,29,13,0,0
1,0,9,10,0,0
0,1,34,23,0,0
0,0,38,29,0,0
1,0,103,29,0,0
0,2,0,27,0,0
0,0,4,0,0,0
1,0,67,26,0,0
0,0,0,5,0,0
0,0,89,14,0,0
0,0,0,31,0,0
0,0,28,13,0,0
0,0,18,0,0,0
1,0,106,21,0,0
0,0,7,6,0,0
0,0,51,11,0,0
1,0,98,23,0,0
0,0,17,5,0,0
0,0,2,0,0,0
0,0,23,0,0,0
0,0,15,2,0,0
0,0,114,32,0,0
1,0,0,15,0,0
1,0,22,7,0,0
0,0,8,5,0,0
1,0,15,6,0,0
2,0,173,19,0,0
0,0,0,1,0,0
0,0,22,26,0,0
0,0,1,0,0,0
0,0,21,7,0,0
0,0,83,17,0,0
0,2,269,46,0,0
0,0,61,12,0,0
0,0,0,8,0,0
0,0,100,15,0,0
0,0,0,0,0,0
0,0,19,8,0,0
0,0,0,4,0,0
0,0,17,0,0,0
0,0,7,10,0,0
1,0,0,26,0,0
0,0,139,0,0,0
0,0,50,13,0,0
0,0,22,4,0,0
0,0,22,4,0,0
0,0,56,0,0,0
0,0,0,2,0,0
1,0,53,3,0,0
0,0,0,6,0,0
1,0,15,33,0,0
1,0,51,15,0,0
0,0,65,0,0,0
0,1,24,14,0,0
0,1,0,7,0,0
0,0,13,6,0,0
0,0,31,11,0,0
0,1,0,0,0,2
0,5,0,0,0,35
1,0,28,5,0,0
0,0,116,30,0,0
0,0,18,7,0,0
0,0,31,0,0,0
0,0,1,6,0,0
0,0,1,5,0,0
0,2,14,29,0,0
2,0,0,36,0,0
0,0,17,6,0,0
3,0,0,38,0,0
0,5,0,2,0,0
0,0,0,0,0,0
0,0,25,2,0,0
0,2,0,5,0,0
0,0,58,0,0,0
0,0,21,14,0,0
0,2,18,22,0,1
0,0,45,0,0,0
0,0,0,0,0,0
0,0,9,0,0,0
0,0,0,16,0,0
0,0,82,23,0,0
0,0,0,38,0,0
0,0,0,30,0,0
0,0,137,10,0,0
2,0,130,18,0,0
0,0,0,0,0,0
0,0,31,16,0,0
0,0,0,2,0,0
0,0,19,14,0,0
1,1,0,15,0,0
0,0,56,0,0,0
0,0,0,1,0,0
0,0,0,41,0,0
0,0,44,0,0,0
1,0,3,11,0,0
0,9,0,4,0,19
0,0,0,0,0,0
0,8,0,0,0,63
0,0,16,0,0,0
2,1,0,45,0,0
0,2,0,11,0,0
0,0,93,54,0,0
2,0,18,16,0,0
0,0,1,6,0,0
0,0,69,18,0,0
2,0,53,14,0,0
2,0,5,1,0,0
0,0,0,9,0,0
0,0,115,10,0,0
0,0,50,0,0,0
0,0,27,0,0,0
0,0,12,4,0,0
0,0,0,0,0,0
0,0,0,7,0,0
0,0,42,17,0,0
0,0,8,3,0,0
0,0,26,13,0,0
2,2,131,14,0,0
0,0,0,7,0,0
1,2,0,17,0,0
0,0,148,26,0,0
0,0,13,6,0,0
0,0,0,11,0,0
0,0,0,2,0,0
0,0,46,0,0,0
0,0,66,8,0,0
0,0,24,6,0,0
0,0,23,0,0,0
1,0,17,4,0,0
0,1,74,29,0,0
0,0,21,0,0,0
0,0,13,7,0,0
0,0,5,0,0,0
0,0,26,7,0,0
0,0,46,32,0,0
0,0,42,10,0,0
0,0,0,7,0,0
2,0,19,10,0,0
0,0,30,19,0,0
0,0,17,3,0,0
0,0,11,7,0,0
0,0,0,4,0,0
1,0,84,23,0,0
0,0,22,0,0,0
0,0,22,20,0,0
0,0,65,32,0,0
0,29,0,5,0,6
0,0,97,0,0,0
0,0,146,14,0,0
0,0,55,12,0,0
1,0,6,4,0,0
0,0,237,0,0,0
0,0,29,1,0,0
0,0,106,15,0,0
0,7,80,15,0,18
0,0,27,0,0,0
0,0,26,6,0,0
0,0,37,0,0,0
0,0,4,0,0,0
0,0,4,19,0,0
0,0,36,12,0,0
0,0,0,2,0,0
0,0,80,6,0,0
0,0,63,0,0,0
2,0,3,13,0,0
0,9,0,3,0,35
0,0,0,1,0,0
0,0,15,7,0,1
0,0,0,14,0,0
0,0,49,18,0,0
2,0,28,13,0,0
0,0,60,15,0,0
0,0,12,4,0,0
0,0,0,0,0,0
1,0,8,10,0,0
0,0,28,4,0,0
0,0,26,3,0,0
0,0,0,5,0,0
0,1,27,6,0,0
0,0,5,0,0,0
0,0,10,0,0,1
0,0,64,0,0,0
0,0,42,8,0,0
0,0,108,0,0,0
0,0,0,0,0,0
0,0,0,3,0,0
0,0,18,13,0,0
0,0,0,7,0,0
4,0,38,8,0,0
0,0,11,1,0,0
0,0,92,0,0,0
0,1,193,122,0,0
0,0,0,2,0,0
1,0,14,5,0,0
2,0,9,7,0,0
0,3,107,9,0,11
0,0,7,0,0,0
0,0,0,1,0,0
0,2,0,0,0,0
0,0,50,12,0,0
0,0,12,8,0,0
0,0,43,0,0,0
0,0,32,8,0,0
0,0,0,19,0,0
0,24,0,0,0,66
0,4,0,1,0,0
0,0,1,0,0,0
2,0,30,20,0,0
0,4,5,1,0,12
0,1,27,11,0,0
2,2,42,12,0,0
0,0,14,3,0,0
1,0,64,7,0,4
0,2,0,0,0,0
0,0,65,6,0,0
0,0,13,0,0,0
0,0,0,11,0,0
0,0,110,0,0,0
0,0,0,7,0,0
0,0,17,16,0,0
0,0,0,1,0,0
0,0,0,0,0,0
1,0,0,10,0,0
0,0,18,10,0,0
0,0,0,1,0,0
0,0,3,26,0,0
0,0,17,7,0,0
0,0,0,0,0,0
1,0,1,3,0,0
0,7,0,2,0,12
0,0,34,27,0,0
1,0,26,8,0,0
0,0,8,0,0,0
0,0,5,2,0,0
0,0,0,0,0,0
1,1,77,15,0,0
2,1,124,57,0,0
0,0,2,0,0,0
0,1,13,10,0,1
0,0,34,6,0,0
0,0,12,0,0,0
0,0,0,3,0,0
0,0,17,2,0,0
0,0,3,8,0,0
1,0,0,11,0,0
0,0,1,0,0,0
0,0,11,0,0,0
1,0,0,3,0,0
1,0,102,43,0,0
1,0,50,7,0,0
2,0,57,11,0,0
0,0,121,0,0,0
0,5,0,0,0,7
0,1,19,20,0,0
0,0,33,7,0,0
0,0,2,4,0,0
0,0,29,15,0,0
0,0,30,0,0,0
0,0,0,1,0,0
2,0,76,40,0,0
0,0,23,4,0,0
0,0,0,4,0,0
0,0,48,13,0,0
0,0,10,4,0,0
1,0,0,8,0,0
0,0,56,6,0,0
0,0,81,0,0,0
1,11,77,30,0,65
0,0,10,10,0,0
0,0,0,8,0,0
1,0,1,10,0,0
0,0,24,9,0,0
0,0,16,2,0,0
0,0,54,11,0,0
0,0,25,0,0,0
0,1,71,1,0,0
0,0,78,41,0,0
0,6,0,6,0,0
0,0,18,11,0,0
0,0,0,1,0,0
0,0,19,3,0,0
1,0,33,7,0,0
0,0,33,110,0,0
0,0,0,8,0,0
1,0,9,4,0,0
0,0,0,15,0,0
1,0,1,29,0,0
0,0,47,0,0,0
0,0,1,0,0,0
0,0,15,0,0,0
1,0,54,22,0,0
0,10,8,9,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,66,17,0,0
0,0,172,0,0,0
0,13,0,12,0,0
0,0,0,0,0,0
0,0,104,11,0,0
0,0,2,2,0,0
0,0,0,0,0,0
0,0,15,6,0,0
0,0,44,8,0,0
0,0,40,12,0,0
0,0,202,14,0,0
0,0,6,4,0,0
1,0,94,15,0,0
1,0,0,14,0,0
1,0,0,1,0,0
5,0,42,6,0,0
0,0,0,4,0,0
0,0,45,6,0,0
0,0,49,22,0,0
0,0,0,1,0,0
1,1,37,15,0,0
0,0,0,6,0,0
0,0,20,12,0,0
0,0,117,25,0,0
0,0,19,0,0,0
1,0,13,11,0,0
0,0,12,4,0,0
1,1,108,49,0,0
0,0,8,24,0,0
2,7,1,65,0,0
0,0,15,9,0,0
0,0,11,3,0,0
0,0,0,3,0,0
4,0,27,22,0,0
0,0,0,20,0,0
0,0,31,7,0,0
0,0,19,4,0,0
0,0,0,1,0,0
0,0,0,7,0,0
0,0,66,11,0,0
0,1,31,20,0,0
0,1,0,12,0,0
0,0,10,8,0,0
0,0,38,6,0,0
0,0,0,2,0,0
0,0,0,0,0,0
1,0,0,38,0,0
0,0,33,10,0,0
0,0,44,5,0,0
0,0,7,3,0,0
0,0,12,4,0,0
0,7,0,0,0,3
0,0,20,4,0,0
0,0,15,0,0,0
0,0,0,0,0,0
0,1,26,7,0,0
19,0,75,0,0,0
0,0,73,0,0,0
0,0,6,22,0,0
0,0,5,3,0,2
0,0,12,28,0,0
0,0,40,0,0,0
0,0,28,34,0,0
0,0,0,5,0,0
0,0,15,7,0,0
1,0,10,5,0,0
0,0,105,1,0,0
2,0,77,39,0,0
0,0,13,10,0,0
0,0,6,22,0,0
0,0,6,0,0,0
0,0,0,2,0,0
1,0,1,9,0,0
1,0,0,24,0,0
0,0,75,9,0,0
0,21,0,2,0,103
0,0,191,0,0,0
0,0,68,14,0,0
0,0,0,5,0,0
