pre frontal cortex,posterior parietal cortex,pfc,prefrontal cortex,posteriorparietal cortex,ppc
1,1,17,23,0,0
0,0,2,5,0,0
0,0,33,12,0,0
0,0,21,4,0,0
0,0,2,3,0,0
0,0,0,12,0,0
0,0,24,0,0,0
0,0,55,18,0,0
0,0,2,1,0,0
0,0,0,35,0,0
0,0,33,9,0,0
0,0,2,4,0,0
0,0,11,6,0,0
0,4,44,4,0,0
0,0,0,3,0,0
0,0,34,11,0,0
1,0,2,22,0,0
0,0,8,5,0,0
0,0,42,5,0,0
1,0,26,13,0,0
0,0,16,6,0,0
1,0,7,27,0,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,33,0,0,0
0,0,0,5,0,0
0,0,11,3,0,0
0,0,0,0,0,0
1,0,0,4,0,0
0,0,8,6,0,0
1,0,6,9,0,0
0,3,3,2,0,11
0,0,5,2,0,0
0,0,18,5,0,0
0,0,126,11,0,0
0,0,142,21,0,0
1,1,180,51,0,0
0,0,20,4,0,0
0,0,5,4,0,0
1,0,31,13,0,0
0,0,225,26,0,0
0,0,30,0,0,0
0,0,7,0,0,0
0,13,37,13,0,216
0,0,13,0,0,0
0,0,25,0,0,0
0,0,0,1,0,0
0,0,23,5,0,0
2,0,73,8,0,0
0,0,46,13,0,0
0,0,161,22,0,0
0,0,15,4,0,0
0,0,87,13,0,0
0,0,0,10,0,0
0,0,15,8,0,0
2,0,23,5,0,0
0,0,8,0,0,0
0,0,17,0,0,0
0,0,19,4,0,0
0,0,51,12,0,0
0,0,23,8,0,0
0,0,26,0,0,0
0,0,75,16,0,0
0,0,44,17,0,0
1,1,4,25,0,0
0,0,54,9,0,0
0,0,2,3,0,0
0,0,0,9,0,0
0,0,6,0,0,0
0,0,0,0,0,0
1,2,43,13,0,0
1,0,82,9,0,0
0,0,39,21,0,0
0,0,2,0,0,0
0,0,0,1,0,0
0,0,35,16,0,0
0,0,61,7,0,0
0,0,3,4,0,0
0,18,0,0,0,0
0,2,0,0,0,0
0,0,3,2,0,0
0,0,2,2,0,0
0,0,1,0,0,0
1,0,3,7,0,0
0,0,97,30,0,0
0,0,0,12,0,0
0,0,91,16,0,0
0,0,3,0,0,0
0,0,0,4,0,0
0,0,17,11,0,0
0,3,3,2,0,0
0,0,16,7,0,0
0,2,0,9,0,0
0,0,22,3,0,0
1,0,64,5,0,0
0,0,0,9,0,0
0,0,2,5,0,0
0,0,0,0,0,0
0,0,40,0,0,0
0,0,31,6,0,0
1,0,9,6,0,0
0,0,24,7,0,0
1,0,25,22,0,0
0,0,6,2,0,0
0,6,34,11,0,14
0,0,0,11,0,0
0,0,0,2,0,0
0,0,16,12,0,0
0,0,36,0,0,0
0,0,32,0,0,0
0,0,31,0,0,0
0,0,97,0,0,0
0,0,62,0,0,0
0,0,29,4,0,0
0,0,1,0,0,1
0,1,8,3,0,0
0,0,41,8,0,0
1,0,51,12,0,0
1,0,1,1,0,0
1,0,0,4,0,0
0,0,0,9,0,0
1,0,51,26,0,0
0,0,0,0,0,0
0,0,22,6,0,0
0,0,0,29,0,0
0,3,70,15,0,13
0,0,26,12,0,0
0,0,0,14,0,0
0,0,47,14,0,0
0,0,22,5,0,0
0,0,17,0,0,0
0,0,8,5,0,0
1,1,1,21,0,0
0,0,0,17,0,0
0,0,0,5,0,0
0,0,38,13,0,0
2,0,0,35,0,0
0,0,29,7,0,0
0,0,108,37,0,0
0,0,32,0,0,0
0,0,123,32,0,0
0,0,30,5,0,0
0,0,0,0,0,0
1,0,0,3,0,0
0,0,0,1,0,0
0,0,17,8,0,0
0,0,10,23,0,0
0,0,8,4,0,0
0,0,22,0,0,0
1,0,0,6,0,0
0,0,11,5,0,0
1,0,106,13,0,0
0,0,0,8,0,0
0,0,6,14,0,0
0,5,1,1,0,0
0,0,97,12,0,0
0,0,4,7,0,0
0,0,39,0,0,0
0,0,0,25,0,0
0,0,24,1,0,0
0,0,0,6,0,0
0,0,50,0,0,0
0,0,33,17,0,0
0,2,29,13,0,5
1,0,17,4,0,0
1,0,23,6,0,0
0,7,0,3,0,17
0,7,0,1,0,0
6,0,0,37,0,0
0,0,0,21,0,0
0,0,36,3,0,0
0,0,0,1,0,0
0,0,4,0,0,0
0,0,1,7,0,0
1,0,18,5,0,0
1,0,6,2,0,0
0,0,11,5,0,0
0,0,2,4,0,0
0,0,0,0,0,0
0,0,5,4,0,0
0,0,37,0,0,0
0,0,5,0,0,0
1,0,0,0,0,0
0,0,52,7,0,0
0,0,47,4,0,0
0,1,0,1,0,0
0,0,39,8,0,0
0,0,6,11,0,0
0,0,7,4,0,0
0,0,1,0,0,0
0,0,1,7,0,0
1,0,0,2,0,0
0,0,0,1,0,0
1,0,0,6,0,0
0,12,0,0,0,107
0,0,0,1,0,0
0,0,0,2,0,0
0,0,75,14,0,0
0,0,4,0,0,0
2,1,0,12,0,0
0,0,0,1,0,0
0,0,8,9,0,0
0,0,58,8,0,0
0,0,35,2,0,0
0,0,33,0,0,0
0,0,0,0,0,0
0,1,87,12,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,14,7,0,0
0,0,255,118,0,0
0,0,101,33,0,0
0,0,36,13,0,0
0,0,22,3,0,0
0,0,0,4,0,0
0,0,0,8,0,0
0,0,56,18,0,0
0,0,0,1,0,0
0,0,57,4,0,0
0,0,0,2,0,0
0,0,24,6,0,0
0,0,31,0,0,0
1,0,0,12,0,0
0,0,6,11,0,0
1,0,57,8,0,0
0,1,0,0,0,0
0,0,0,8,0,0
0,0,16,18,0,0
0,0,2,2,0,0
0,0,8,4,0,0
2,0,5,8,0,0
1,0,12,3,0,0
0,0,104,14,0,0
0,0,0,20,0,0
0,0,20,0,0,0
0,1,0,2,0,0
0,0,33,0,0,0
3,0,29,23,0,0
0,0,0,10,0,0
0,0,2,5,0,0
0,0,22,0,0,0
0,0,1,0,0,0
0,0,0,0,0,0
0,0,157,58,0,0
1,0,1,31,0,0
0,4,0,0,0,6
0,0,0,5,0,0
0,0,0,1,0,0
0,0,65,13,0,0
0,0,216,29,0,0
0,1,0,8,0,0
0,0,45,0,0,0
0,0,1,0,0,0
0,0,0,0,0,0
0,22,0,5,0,51
2,0,26,10,0,0
0,0,0,0,0,0
0,0,2,1,0,0
0,0,59,0,0,0
1,0,34,18,0,0
0,0,75,0,0,0
1,0,67,10,0,0
0,6,0,9,0,0
0,0,0,0,0,0
0,0,33,0,0,0
0,1,15,7,0,0
0,0,30,0,0,0
0,0,39,51,0,0
0,0,44,0,0,0
0,0,0,2,0,0
1,0,0,3,0,0
0,0,1,5,0,0
0,0,0,14,0,0
0,0,0,33,0,0
0,5,18,7,0,9
0,0,34,10,0,0
0,0,21,10,0,0
0,0,0,9,0,0
0,0,0,11,0,0
0,0,7,11,0,0
0,0,23,7,0,0
0,0,8,0,0,0
0,1,0,34,0,0
0,0,0,2,0,0
1,0,6,2,0,0
0,0,0,20,0,0
0,0,4,3,0,0
0,0,0,1,0,0
0,0,73,19,0,0
1,0,79,12,0,0
0,0,0,6,0,0
0,2,1,27,0,0
0,0,37,0,0,0
0,0,0,9,0,0
0,2,0,3,0,0
0,0,7,0,0,0
0,0,188,24,0,0
0,0,0,1,0,0
0,0,64,0,0,0
0,0,9,0,0,0
0,0,14,0,0,0
0,0,23,0,0,0
0,0,24,0,0,0
0,0,31,10,0,0
0,0,0,6,0,0
1,2,0,16,0,0
0,0,49,7,0,1
0,0,24,6,0,0
0,0,115,15,0,0
0,0,5,7,0,0
0,0,1,10,0,0
2,0,9,11,0,0
0,8,0,2,0,64
0,0,0,12,0,0
0,0,61,0,0,0
0,0,3,5,0,0
1,0,25,13,0,0
0,0,0,1,0,0
0,0,0,14,0,0
0,0,0,3,0,0
0,5,0,0,0,61
0,0,19,11,0,0
0,0,83,26,0,0
0,0,2,0,0,0
0,0,1,7,0,0
0,0,36,24,0,0
0,0,12,0,0,0
0,0,6,0,0,0
0,0,70,15,0,0
0,0,0,19,0,0
0,0,17,0,0,0
0,0,9,0,0,0
1,0,0,15,0,0
0,0,29,9,0,0
0,0,25,6,0,0
0,0,4,4,0,0
0,0,24,15,0,0
0,0,30,18,0,0
0,0,109,24,0,0
0,0,30,6,0,0
0,0,48,0,0,0
3,0,87,8,0,0
0,0,16,22,0,0
0,0,11,0,0,0
0,0,12,5,0,0
1,0,41,17,0,0
0,0,90,74,0,0
0,0,10,4,0,0
2,0,106,9,0,0
0,0,0,26,0,0
0,0,36,9,0,0
0,1,7,82,0,2
0,0,0,1,0,0
0,0,4,1,0,0
0,0,12,0,0,0
1,0,33,4,0,0
0,0,0,2,0,0
0,0,45,3,0,0
0,0,1,0,0,0
0,0,16,7,0,0
1,0,37,4,0,0
1,0,0,1,0,0
0,0,93,17,0,0
0,0,1,4,0,0
0,0,60,22,0,0
0,0,0,5,0,0
0,0,67,15,0,0
0,0,42,0,0,0
0,0,40,0,0,0
1,0,33,12,0,0
0,0,0,27,0,0
0,0,80,0,0,0
0,0,13,0,0,0
1,0,1,9,0,0
0,0,82,0,0,0
0,0,7,0,0,0
1,0,29,5,0,0
0,0,12,8,0,0
1,3,198,14,0,3
0,0,50,0,0,0
0,0,0,4,0,0
0,0,19,10,0,0
0,0,64,0,0,0
0,0,27,8,0,0
0,0,93,11,0,0
0,9,34,37,0,13
1,5,0,3,0,33
2,2,52,22,0,5
0,0,14,9,0,0
1,0,29,7,0,0
0,0,30,16,0,0
0,0,3,3,0,0
0,0,26,7,0,0
0,0,25,4,0,0
1,14,8,2,0,19
0,0,20,8,0,0
0,0,0,2,0,0
0,0,8,14,0,0
0,1,1,0,0,0
1,0,111,92,0,0
1,0,15,7,0,0
0,0,2,10,0,0
0,0,74,0,0,0
0,0,10,6,0,0
2,0,9,13,0,0
0,0,17,8,0,0
0,1,8,6,0,0
0,0,57,9,0,0
1,0,0,4,0,0
0,0,0,12,0,0
0,0,31,3,0,0
0,2,0,0,0,0
0,0,0,21,0,0
0,0,18,4,0,0
0,0,49,16,0,0
0,0,10,10,0,0
0,0,33,13,0,0
0,0,0,14,0,0
0,0,67,7,0,2
0,0,61,7,0,0
1,0,4,9,0,0
1,2,25,5,0,1
0,0,16,3,0,0
0,0,0,7,0,0
0,0,0,7,0,0
0,0,22,0,0,0
0,0,16,0,0,0
1,0,0,28,0,0
0,0,7,0,0,0
0,0,19,7,0,0
1,0,0,8,0,0
0,0,27,8,0,0
0,1,33,34,0,0
0,1,0,10,0,1
0,0,3,21,0,0
0,0,68,0,0,0
2,0,76,15,0,0
1,0,32,8,0,0
0,0,21,8,0,0
0,0,48,0,0,0
1,0,18,5,0,0
5,0,0,27,0,0
0,0,23,10,0,0
0,0,19,15,0,0
0,0,19,0,0,0
1,0,36,10,0,0
0,5,2,3,0,22
1,0,5,5,0,0
0,0,0,14,0,0
0,2,0,0,0,0
0,0,35,0,0,0
0,0,120,10,0,0
1,0,6,8,0,0
0,0,38,13,0,0
0,0,2,20,0,0
0,1,95,18,0,0
0,0,0,4,0,0
0,2,59,8,0,10
0,0,20,5,0,0
0,0,3,7,0,0
0,0,18,0,0,0
0,0,24,8,0,0
0,0,27,15,0,0
0,0,21,0,0,0
2,0,0,15,0,0
0,2,0,0,0,6
0,0,68,11,0,0
0,0,11,3,0,0
0,0,5,1,0,0
0,0,2,4,0,0
0,0,0,3,0,0
0,0,0,14,0,0
0,0,3,4,0,0
0,0,16,8,0,0
0,5,3,22,0,1
0,0,0,2,0,0
0,0,207,11,0,0
0,0,0,3,0,0
1,0,20,8,0,0
0,0,16,9,0,0
0,0,55,0,0,0
0,1,19,90,0,0
0,18,0,0,0,0
0,0,17,0,0,0
0,0,16,5,0,0
0,0,45,15,0,0
1,1,115,19,0,0
0,0,13,3,0,0
0,0,1,0,0,0
0,0,3,0,0,0
1,0,0,26,0,0
0,0,21,0,0,0
6,0,57,34,0,0
0,0,14,4,0,0
0,0,0,4,0,0
0,0,0,8,0,0
0,0,35,7,0,0
0,0,29,6,0,0
0,0,1,0,0,0
0,0,0,13,0,0
0,0,78,23,0,0
0,0,11,6,0,0
1,0,22,19,0,0
1,0,0,15,0,0
0,0,38,28,0,0
4,0,0,1,0,0
1,1,0,15,0,0
0,0,7,6,0,0
0,0,191,19,0,0
0,0,69,0,0,0
0,0,41,0,0,0
1,0,14,4,0,0
0,0,40,4,0,0
1,0,73,7,0,0
0,0,108,36,0,0
0,0,1,3,0,0
0,0,7,5,0,0
0,0,108,24,0,0
0,0,17,2,0,0
0,0,91,27,0,0
0,5,0,2,0,37
0,0,33,7,0,0
0,0,5,1,0,0
3,0,63,39,0,0
0,0,29,0,0,0
0,0,0,7,0,0
1,0,4,8,0,0
0,0,0,0,0,0
0,0,4,0,0,0
0,0,12,3,0,0
0,0,77,14,0,0
0,0,16,0,0,0
2,0,0,40,0,0
1,0,2,10,0,0
0,0,56,38,0,0
0,1,36,11,0,0
0,0,0,1,0,0
0,5,81,13,0,3
0,0,0,6,0,0
0,0,0,24,0,0
0,0,0,12,0,0
0,0,0,2,0,0
1,2,0,23,0,0
0,11,0,5,0,0
0,0,5,10,0,0
0,0,39,8,0,0
0,0,0,0,0,0
0,1,0,4,0,0
0,0,34,6,0,0
0,0,0,14,0,0
0,0,52,11,0,0
1,0,20,6,0,0
0,0,3,1,0,0
0,4,0,0,0,9
0,0,0,5,0,0
0,0,39,10,0,0
0,0,5,0,0,0
0,0,3,6,0,0
0,0,41,0,0,0
0,0,2,2,0,0
0,6,83,16,0,0
0,0,0,4,0,0
0,0,0,13,0,0
0,0,126,9,0,0
0,0,0,5,0,0
1,2,70,15,0,0
0,0,30,7,0,0
0,0,4,0,0,0
0,0,0,6,0,0
0,0,78,33,0,0
0,0,0,1,0,0
0,0,0,1,0,0
0,0,14,9,0,0
0,0,0,1,0,0
0,0,179,19,0,0
1,0,28,10,0,0
3,0,125,18,0,0
1,0,0,12,0,0
0,0,35,14,0,0
1,0,33,3,0,0
0,0,2,0,0,0
1,0,0,10,0,0
0,3,0,1,0,6
0,0,61,0,0,1
1,0,16,9,0,0
0,0,56,0,0,0
0,0,104,0,0,0
0,0,17,0,0,0
1,0,82,12,0,0
0,0,85,10,0,0
0,0,0,10,0,0
0,9,1,6,0,22
0,0,28,0,0,0
0,0,0,3,0,0
0,0,14,2,0,0
0,0,41,13,0,0
0,0,0,4,0,0
1,0,179,15,0,0
0,0,21,0,0,0
0,0,0,3,0,0
0,0,41,8,0,0
1,0,82,14,0,0
4,0,54,17,0,0
0,0,28,12,0,0
0,0,7,9,0,0
0,0,41,0,0,0
0,0,31,4,0,0
0,0,0,4,0,0
0,0,5,0,0,0
0,0,24,22,0,0
0,0,18,0,0,0
0,6,0,0,0,7
1,0,3,6,0,0
0,0,93,13,0,0
0,0,53,11,0,0
0,0,7,0,0,0
0,0,3,10,0,0
0,0,32,0,0,0
0,0,5,2,0,0
1,0,1,30,0,0
0,0,46,0,0,0
0,0,106,0,0,0
0,0,0,13,0,0
0,0,96,5,0,0
0,1,10,7,0,6
0,0,23,3,0,0
2,0,0,11,0,0
0,0,79,21,0,0
0,0,112,0,0,0
0,0,46,0,0,0
0,0,2,2,0,0
0,0,17,5,0,0
0,0,26,0,0,0
0,0,0,1,0,0
0,0,110,40,0,0
0,0,0,0,0,0
0,0,35,6,0,0
0,0,9,0,0,0
0,2,0,30,0,0
0,0,85,20,0,0
0,0,17,13,0,0
1,0,0,2,0,0
0,0,35,27,0,0
0,0,256,24,0,0
1,0,44,10,0,0
0,0,0,3,0,0
0,0,17,11,0,0
2,0,65,26,0,0
0,0,90,7,0,0
0,0,4,19,0,0
0,6,0,0,0,0
0,0,28,8,0,0
1,1,7,9,0,0
0,0,55,0,0,0
0,0,52,16,0,0
0,0,4,0,0,0
0,0,5,13,0,0
1,0,29,10,0,0
0,0,17,9,0,0
0,0,0,1,0,0
1,4,0,6,0,0
1,8,7,8,0,1
0,8,0,1,0,13
0,0,0,12,0,0
0,0,0,0,0,0
0,0,30,6,0,0
0,0,0,22,0,0
0,0,2,19,0,0
0,0,9,0,0,0
0,1,25,7,0,0
0,0,0,14,0,0
0,2,0,9,0,0
0,0,24,9,0,0
0,2,1,5,0,0
0,0,38,0,0,0
1,0,14,11,0,0
0,0,71,0,0,0
0,0,22,0,0,0
0,0,180,47,0,0
1,0,0,4,0,0
0,0,173,19,0,0
0,0,27,4,0,0
0,9,0,0,0,34
2,0,0,15,0,0
0,0,0,1,0,0
1,0,66,13,0,0
0,0,54,14,0,0
1,0,20,27,0,0
0,0,90,15,0,0
0,0,49,19,0,0
1,0,95,8,0,0
0,5,1,2,0,33
0,0,0,0,0,0
1,0,0,30,0,0
1,1,0,13,0,0
1,0,0,1,0,0
0,0,3,0,0,0
0,0,30,0,0,0
0,7,0,11,0,0
0,0,34,23,0,0
0,0,0,0,0,0
0,0,32,14,0,0
1,0,0,8,0,0
0,0,47,0,0,0
0,0,75,9,0,0
0,0,21,8,0,0
0,0,0,14,0,0
0,0,26,5,0,0
1,0,56,17,0,0
0,6,0,4,0,15
0,1,8,16,0,0
0,4,16,32,0,0
0,0,0,2,0,0
0,0,2,0,0,0
0,4,0,0,0,22
0,0,0,3,0,0
0,6,12,2,0,0
2,0,25,11,0,0
0,0,0,10,0,0
1,0,42,10,0,0
1,4,78,13,0,0
0,0,0,2,0,0
0,0,0,4,0,0
0,0,0,4,0,0
2,0,0,8,0,0
0,0,60,8,0,0
2,0,40,6,0,0
0,3,20,10,0,16
0,0,85,19,0,0
0,0,53,0,0,0
0,0,15,0,0,0
0,0,26,0,0,0
0,0,28,8,0,0
1,0,6,2,0,0
0,0,12,0,0,0
0,0,4,1,0,0
0,0,27,0,0,0
0,0,8,28,0,0
1,0,24,11,0,0
0,10,0,2,0,0
0,0,72,28,0,0
0,0,18,6,0,0
0,0,0,8,0,0
0,0,9,0,0,0
0,0,54,4,0,0
0,0,0,5,0,0
0,0,7,7,0,0
0,0,74,0,0,0
0,1,28,6,0,0
0,0,36,17,0,0
0,0,10,4,0,0
0,0,6,0,0,0
1,0,0,7,0,0
0,0,2,4,0,0
0,0,17,13,0,0
0,0,41,5,0,0
1,0,26,9,0,0
0,0,30,0,0,0
0,0,0,12,0,0
0,0,15,12,0,0
0,0,9,0,0,0
0,0,2,2,0,0
0,0,0,7,0,0
1,1,107,31,0,0
0,0,15,1,0,0
0,0,9,0,0,0
0,0,0,4,0,0
0,0,5,0,0,0
0,0,7,10,0,0
2,0,0,30,0,0
1,0,0,17,0,0
1,0,12,17,0,0
0,0,0,0,0,0
0,0,0,6,0,0
1,0,90,11,0,0
0,0,12,27,0,0
0,0,8,3,0,0
0,0,11,17,0,0
0,0,26,0,0,0
0,0,16,10,0,0
0,0,14,0,0,0
0,0,21,0,0,0
0,0,30,12,0,0
0,0,51,15,0,0
0,0,13,4,0,0
1,0,1,22,0,0
2,0,21,4,0,0
0,0,29,0,0,0
1,0,6,2,0,0
0,0,1,0,0,0
0,0,0,9,0,0
0,0,0,22,0,0
0,0,0,11,0,0
0,0,72,0,0,0
0,0,12,6,0,0
0,0,17,3,0,0
1,0,40,17,0,0
0,0,11,14,0,0
0,0,75,0,0,0
0,0,25,6,0,0
1,0,0,9,0,0
0,0,7,4,0,0
1,0,0,75,0,0
1,0,21,24,0,0
0,0,10,16,0,0
0,2,0,4,0,0
0,0,0,9,0,0
1,0,5,19,0,0
0,0,34,0,0,0
0,0,17,0,0,0
0,0,1,4,0,0
0,0,69,17,0,0
0,0,20,18,0,0
0,0,10,6,0,0
0,0,0,3,0,0
0,15,0,0,0,0
1,0,0,42,0,0
1,0,1,19,0,0
0,2,0,2,0,38
2,0,39,14,0,0
1,4,25,34,0,0
0,0,6,2,0,0
2,0,44,17,0,0
0,0,4,65,0,0
0,0,28,5,0,0
0,1,0,0,0,0
0,0,4,0,0,0
0,0,8,0,0,0
0,0,26,0,0,0
0,0,31,14,0,0
0,1,41,13,0,0
1,0,90,21,0,0
0,0,26,13,0,0
0,0,0,0,0,0
0,1,0,1,0,0
0,1,7,17,0,0
0,0,74,9,0,0
0,0,31,0,0,0
1,0,30,3,0,0
2,0,36,4,0,0
0,3,123,24,0,0
0,0,22,13,0,0
2,0,29,7,0,0
0,0,20,11,0,0
0,0,30,0,0,0
2,0,0,24,0,0
0,0,36,13,0,0
0,0,4,11,0,0
0,0,38,11,0,0
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,1,0,0
1,0,68,9,0,0
1,1,77,14,0,0
0,0,86,18,0,0
0,0,0,2,0,0
0,0,27,14,0,0
0,0,117,0,0,0
0,4,1,28,0,0
0,0,16,5,0,0
0,0,28,10,0,0
0,0,14,10,0,0
0,0,24,5,0,0
0,9,0,0,0,11
0,0,2,0,0,0
0,0,71,0,0,0
0,0,90,3,0,0
1,0,31,27,0,0
0,0,73,0,0,0
0,0,16,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,3,3,0,0
1,0,0,3,0,0
0,0,0,1,0,0
0,0,31,0,0,0
0,0,15,0,0,0
0,0,36,15,0,0
0,1,0,0,0,0
0,0,6,0,0,0
0,0,0,5,0,0
0,0,78,7,0,0
0,0,51,0,0,0
0,0,0,3,0,0
1,0,0,9,0,0
0,0,58,27,0,0
0,0,30,10,0,0
3,0,22,26,0,0
0,0,16,6,0,0
0,0,0,5,0,0
0,0,8,0,0,0
1,0,36,9,0,0
0,0,3,8,0,0
0,0,15,3,0,0
0,0,13,5,0,0
1,0,0,10,0,0
0,0,14,13,0,0
4,0,0,84,0,0
0,0,75,0,0,0
0,0,66,0,0,0
0,1,0,2,0,0
0,0,85,20,0,0
0,0,16,4,0,0
0,0,11,8,0,0
0,0,9,11,0,0
0,0,31,6,0,0
0,0,14,4,0,0
0,0,37,0,0,0
1,0,13,7,0,0
0,0,20,9,0,0
0,2,0,5,0,0
0,0,29,0,0,0
2,0,7,15,0,0
0,0,0,6,0,0
0,0,42,0,0,0
0,22,0,32,0,0
0,5,0,1,0,0
1,0,16,4,0,0
1,0,16,5,0,0
0,0,20,0,0,0
1,0,35,21,0,0
0,0,0,8,0,0
0,0,24,11,0,0
0,0,92,23,0,0
0,0,0,7,0,0
1,0,20,8,0,0
0,0,27,13,0,0
0,0,10,10,0,0
0,0,2,2,0,0
1,0,0,32,0,0
0,0,23,4,0,0
0,0,0,2,0,0
0,0,2,0,0,0
2,0,12,21,0,0
0,0,0,0,0,0
0,0,34,7,0,0
2,2,74,48,0,0
1,0,17,8,0,0
3,2,4,20,0,1
0,0,19,55,0,0
0,0,0,18,0,0
1,0,12,4,0,0
4,0,46,25,0,0
0,0,80,0,0,0
0,5,15,4,0,23
0,0,110,18,0,0
0,3,3,1,0,2
0,0,0,18,0,0
0,0,140,11,0,0
1,0,4,18,0,0
0,0,20,0,0,0
0,0,2,1,0,0
0,0,23,3,0,0
0,0,16,7,0,0
0,0,0,16,0,0
0,0,23,9,0,0
1,0,28,30,0,0
0,0,45,0,0,0
0,0,0,1,0,0
0,0,55,2,0,0
1,0,0,48,0,0
0,0,9,5,0,0
2,0,0,27,0,0
0,0,5,2,0,0
0,0,19,10,0,0
0,0,23,8,0,0
0,0,20,20,0,0
0,0,80,0,0,0
0,0,36,2,0,0
1,0,102,17,0,0
0,0,18,7,0,0
0,0,8,5,0,0
0,7,20,15,0,15
0,5,0,0,0,27
0,0,0,6,0,0
0,0,26,4,0,0
0,0,6,7,0,0
1,0,6,6,0,0
0,0,15,3,0,0
1,0,66,11,0,0
0,0,6,11,0,0
0,0,4,4,0,0
1,0,26,8,0,0
3,0,42,26,0,0
1,0,145,9,0,4
1,0,87,13,0,0
1,0,0,18,0,0
0,0,54,5,0,0
0,0,0,2,0,0
0,0,10,11,0,0
0,1,0,5,0,0
1,0,95,49,0,0
0,0,93,9,0,0
0,0,0,1,0,0
0,0,5,14,0,0
0,0,10,3,0,0
0,2,11,4,0,0
0,0,5,2,0,0
0,0,52,10,0,0
0,0,45,39,0,0
0,0,0,2,0,0
0,0,0,27,0,0
0,0,18,5,0,0
0,0,1,6,0,0
0,3,4,2,0,22
0,0,2,0,0,0
0,0,0,0,0,0
0,3,25,11,0,4
2,0,0,6,0,0
0,0,30,8,0,0
1,0,45,28,0,0
0,0,21,11,0,0
0,0,0,1,0,0
3,1,1,51,0,0
0,0,8,7,0,0
0,0,16,6,0,0
0,3,3,5,0,5
1,0,0,37,0,0
0,0,0,3,0,0
0,0,32,7,0,0
7,2,320,88,0,0
0,0,267,75,0,0
0,1,9,6,0,0
0,0,10,25,0,0
0,0,0,0,0,1
0,0,21,0,0,0
1,0,0,18,0,0
0,0,86,13,0,0
0,0,0,1,0,0
0,0,1,0,0,0
0,0,45,24,0,0
1,0,0,0,0,0
0,0,6,7,0,0
1,0,27,20,0,0
2,0,14,16,0,0
0,0,17,4,0,0
0,0,2,1,0,0
0,0,21,22,0,0
1,0,31,18,0,0
0,0,110,30,0,0
1,0,0,31,0,0
0,0,8,14,0,0
0,0,13,18,0,0
0,0,0,11,0,0
1,0,4,6,0,0
0,0,121,0,0,0
0,0,35,6,0,0
0,0,23,0,0,0
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,6,0,0
1,0,0,22,0,0
1,0,0,10,0,0
0,0,2,1,0,0
0,0,40,0,0,0
0,0,0,13,0,0
0,0,52,27,0,0
0,0,14,4,0,0
1,0,20,4,0,0
0,0,0,1,0,0
0,0,18,0,0,0
0,2,14,12,0,0
0,0,9,3,0,0
1,3,29,8,0,0
0,0,0,13,0,0
0,0,10,0,0,0
0,0,5,8,0,0
0,1,0,15,0,0
0,0,4,3,0,0
0,0,99,9,0,0
0,0,34,0,0,0
0,0,0,13,0,0
0,0,6,11,0,0
3,0,57,12,0,0
1,0,74,15,0,0
0,0,19,28,0,0
0,0,24,3,0,0
0,0,21,0,0,0
0,0,17,2,0,0
0,0,30,29,0,0
0,0,18,3,0,0
0,3,0,0,0,0
0,0,33,0,0,0
0,0,30,10,0,0
1,0,58,5,0,0
0,0,14,0,0,0
0,0,0,6,0,0
0,0,6,0,0,0
0,1,0,8,0,0
0,1,0,1,0,0
0,0,0,0,0,0
0,0,3,24,0,0
3,0,0,25,0,0
0,0,8,0,0,0
0,0,41,0,0,0
0,0,0,10,0,0
0,0,6,0,0,0
0,0,24,0,0,0
0,0,23,0,0,0
0,0,0,14,0,0
0,0,6,8,0,0
1,2,36,7,0,9
0,0,1,0,0,0
1,0,12,7,0,0
1,0,5,4,0,0
0,0,29,6,0,0
0,0,0,8,0,0
0,0,25,4,0,1
0,0,26,0,0,0
0,0,0,1,0,0
0,0,9,7,0,0
0,0,6,9,0,0
1,0,9,17,0,0
1,0,68,24,0,0
0,0,34,18,0,0
0,0,35,4,0,0
0,0,70,14,0,0
0,0,31,12,0,0
0,0,7,4,0,0
0,0,2,1,0,0
1,0,13,9,0,0
0,0,0,5,0,0
0,0,0,0,0,0
2,0,0,10,0,0
0,0,41,13,0,0
0,0,36,9,0,0
0,0,14,13,0,0
0,0,57,2,0,0
0,0,24,10,0,6
0,0,5,7,0,0
0,4,0,1,0,0
1,0,19,4,0,0
0,0,1,0,0,0
0,0,9,8,0,0
0,0,28,0,0,0
0,0,1,12,0,0
0,0,17,24,0,0
0,0,8,5,0,0
0,0,66,11,0,0
0,0,42,5,0,0
0,1,79,63,0,0
3,0,47,1,0,0
0,0,59,0,0,0
0,0,0,10,0,0
0,0,0,27,0,0
0,0,5,3,0,0
0,0,61,18,0,0
0,0,28,4,0,0
0,0,0,1,0,0
0,0,18,10,0,0
0,0,0,0,0,0
0,0,5,5,0,0
0,0,15,16,0,0
0,0,14,18,0,0
0,0,6,0,0,0
0,0,1,0,0,0
0,0,9,5,0,0
0,0,25,7,0,0
0,0,44,6,0,0
0,0,38,14,0,0
0,0,7,8,0,0
0,0,19,0,0,0
