,0,1,2,3,4,5
0,0.0,0.0,0.9764273479492315,0.21584632073961946,0.0,0.0
1,0.0,0.0,0.7762860948290355,0.6303807571421305,0.0,0.0
2,0.0,0.0,1.0,0.0,0.0,0.0
3,0.0,0.2001544871243019,0.9475038798562869,0.2493483084789042,0.0,0.0
4,0.08041350815475112,0.0,0.5557856098643636,0.8274273524448796,0.0,0.0
5,0.0,0.0,0.0,1.0,0.0,0.0
6,0.0,0.0,0.7070994331789308,0.7071141291178071,0.0,0.0
7,0.0,0.0,0.0,1.0,0.0,0.0
8,0.0,0.0,0.956798686011616,0.29075122432492856,0.0,0.0
9,0.0,0.0,0.9716664750418288,0.236356216926458,0.0,0.0
10,0.0,0.23102804060596382,0.3713026390854587,0.1279155293470163,0.0,0.8901674067352809
11,0.0,0.0,1.0,0.0,0.0,0.0
12,0.0,0.07942892288546462,0.8007527154285926,0.5937054277526781,0.0,0.0
13,0.0,0.0,0.985848675512846,0.16763767174942304,0.0,0.0
14,0.0,0.0,1.0,0.0,0.0,0.0
15,0.0,0.0,0.9857694156977093,0.1681031203606783,0.0,0.0
16,0.0,0.0,0.0,1.0,0.0,0.0
17,0.0,0.0,0.9585566454268903,0.2849020138713423,0.0,0.0
18,0.0,0.0,0.0,1.0,0.0,0.0
19,0.0,0.0,0.9652631438469144,0.26127966459479945,0.0,0.0
20,0.0,0.0,1.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,1.0,0.0,0.0,0.0
23,0.0,0.0,0.9917580889856812,0.12812452119508477,0.0,0.0
24,0.0,0.0,0.915097104207613,0.4032335425914378,0.0,0.0
25,0.0,0.0,0.9781895458100792,0.20771425677567462,0.0,0.0
26,0.3397671136225459,0.0,0.5032141546235368,0.7945651786273566,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.3724746433617616,0.0,0.9280423697507182,0.0,0.0
29,1.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,1.0,0.0,0.0
31,0.2904093251327583,0.0,0.7168541685478355,0.6338631752291084,0.0,0.0
32,0.3321925746503127,0.0,0.8199930625156536,0.4661110069215228,0.0,0.0
33,0.0,0.0,0.0,1.0,0.0,0.0
34,0.0,0.0,1.0,0.0,0.0,0.0
35,0.17540997830093719,0.0,0.0,0.9844954746023289,0.0,0.0
36,0.0,0.0,1.0,0.0,0.0,0.0
37,0.0,0.0,1.0,0.0,0.0,0.0
38,0.0,0.0,1.0,0.0,0.0,0.0
39,0.730293484771442,0.0,0.0,0.683133534603875,0.0,0.0
40,0.25819658560650166,0.0,0.0,0.9660923988838461,0.0,0.0
41,0.0,0.0,0.990965315435495,0.13411839398020617,0.0,0.0
42,0.0,0.0,1.0,0.0,0.0,0.0
43,0.058895694931163284,0.0,0.9595061076318032,0.27546202376342516,0.0,0.0
44,0.0627363544519016,0.0,0.9911046417046008,0.11737009423903604,0.0,0.0
45,0.0,0.0,0.9237917364214105,0.3828953221436833,0.0,0.0
46,0.0,0.0,0.9960297146842713,0.08902138768840281,0.0,0.0
47,0.0,0.0,1.0,0.0,0.0,0.0
48,0.0,0.0,1.0,0.0,0.0,0.0
49,0.027519167037105774,0.0,0.9781783218893969,0.20593655826789767,0.0,0.0
50,0.0,0.0,1.0,0.0,0.0,0.0
51,0.0,0.0,0.0,1.0,0.0,0.0
52,0.0,0.0,1.0,0.0,0.0,0.0
53,0.0,0.0,0.0,1.0,0.0,0.0
54,0.0,0.0,0.0,1.0,0.0,0.0
55,0.0,0.0,0.0,1.0,0.0,0.0
56,0.0,0.0,0.9608558321345294,0.27704885824175685,0.0,0.0
57,0.0,0.5157757442379192,0.0,0.8567236320166619,0.0,0.0
58,0.0,0.0,0.9825184458387636,0.1861652588067407,0.0,0.0
59,0.0,0.0,0.8693627982236287,0.4941743873014689,0.0,0.0
60,0.0,0.0,1.0,0.0,0.0,0.0
61,0.02210234038814214,0.024894110060442735,0.9929557805721604,0.11371274186298176,0.0,0.0
62,0.0,0.0,0.0,1.0,0.0,0.0
63,0.0,0.0,0.784876502195304,0.6196522220582001,0.0,0.0
64,0.0,0.0,0.0,1.0,0.0,0.0
65,0.0,0.04645351724042575,0.9366306055822645,0.347224969468778,0.0,0.0
66,0.0,0.0,1.0,0.0,0.0,0.0
67,0.0,0.0,1.0,0.0,0.0,0.0
68,0.0,0.0,0.7410063738708766,0.6714979924636667,0.0,0.0
69,0.0,0.0,0.9904986867335188,0.13752218577078568,0.0,0.0
70,0.0,0.0,1.0,0.0,0.0,0.0
71,0.0,0.0,1.0,0.0,0.0,0.0
72,0.0,0.0,0.983661501493689,0.18002791583302155,0.0,0.0
73,0.0,0.0,0.9378394132029139,0.3470694959849026,0.0,0.0
74,0.0,0.0,1.0,0.0,0.0,0.0
75,0.0,0.0,0.9939869061438206,0.10949899732251313,0.0,0.0
76,0.10506295336757941,0.0,0.0,0.9827833355569224,0.0,0.1519825357772778
77,0.0,0.0,0.0,1.0,0.0,0.0
78,0.0,0.0,0.0,1.0,0.0,0.0
79,0.0,0.0,0.9695379854292605,0.24494100271243066,0.0,0.0
80,0.0,0.0,0.9949594624862235,0.1002779537541803,0.0,0.0
81,0.0,0.0,0.0,1.0,0.0,0.0
82,0.04966119475994986,0.0,0.0,0.9987661216396031,0.0,0.0
83,0.0,0.0,0.9535808679587024,0.30113705893351556,0.0,0.0
84,0.0,0.1693744968527724,0.8537638642965197,0.4923408817448982,0.0,0.0
85,0.0,0.0,0.0,1.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,1.0,0.0,0.0
88,0.0,0.05961033127389388,0.9406237647232397,0.33417591421779036,0.0,0.0
89,0.0,0.0,1.0,0.0,0.0,0.0
90,0.0,0.0,0.9580434974269146,0.2866228480739204,0.0,0.0
91,0.0,0.0,0.929009547910419,0.37005575240938915,0.0,0.0
92,0.05600358753771229,0.0,0.9953334561972774,0.0785805902070489,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0
94,0.3356696954749949,0.0,0.0,0.9419797532536058,0.0,0.0
95,0.0,0.0,1.0,0.0,0.0,0.0
96,0.032705666519064036,0.0,0.6942912834153461,0.7189505915923677,0.0,0.0
97,0.0,0.0,0.9619036109340813,0.2733888133629022,0.0,0.0
98,0.0,0.0,0.0,1.0,0.0,0.0
99,0.0,0.0,0.9472472163451947,0.32050383948757905,0.0,0.0
100,0.08462034117335777,0.0,0.9608439526420961,0.2638527932973569,0.0,0.0
101,0.0,0.0,1.0,0.0,0.0,0.0
102,0.0,0.17022305987866945,0.9326534838148194,0.31809053587559555,0.0,0.0
103,0.0,0.0,1.0,0.0,0.0,0.0
104,0.0,0.0,0.02851633406965465,0.9995933266540088,0.0,0.0
105,0.18977626675391135,0.0,0.8432078898748666,0.5029765631018239,0.0,0.0
106,0.03301810437732004,0.595018489388332,0.0,0.8030334999670661,0.0,0.0
107,0.0,0.0,0.9406143884217142,0.33947690980984924,0.0,0.0
108,0.0,0.0,0.0,1.0,0.0,0.0
109,0.0,0.0,0.6207318762203268,0.08401057134315965,0.0,0.7795089234553948
110,0.0,0.0,0.0,1.0,0.0,0.0
111,0.0,0.0,0.0,1.0,0.0,0.0
112,0.0,0.0,0.0,1.0,0.0,0.0
113,0.0,0.0,0.6953585394440391,0.7186629958626314,0.0,0.0
114,0.0,0.0,0.9265397461472936,0.3761968883567604,0.0,0.0
115,0.0,0.0,0.725945547530042,0.6877521806736111,0.0,0.0
116,0.0,0.0,0.0,1.0,0.0,0.0
117,0.051039042064883085,0.0,0.9322974403170009,0.3580733150675531,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.725945547530042,0.6877521806736111,0.0,0.0
120,0.0,0.0,1.0,0.0,0.0,0.0
121,0.0,0.0,0.0,1.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.14493950144355375,0.9211846152317755,0.3611252491609798,0.0,0.0
124,0.0,0.0,0.0,1.0,0.0,0.0
125,0.0,0.0,0.9810732637693116,0.19363690535905237,0.0,0.0
